Store,DayOfWeek,Date,Sales,Customers,Open,Promo,PublicHoliday,Easter,Christmas,NoHoliday,SchoolHoliday,StoreTypeA,StoreTypeB,StoreTypeC,StoreTypeD,BasicAssortment,ExtraAssortment,ExtendedAssortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PIJanAprJulOct,PIFebMayAugNov,PIMarJunSeptDec
1,5,42214,5263,555,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1270.0,9.0,2008.0,0,0,0,0,0,0
2,5,42214,6064,625,1,1,0,0,0,1,1,1,0,0,0,1,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,0,0
3,5,42214,8314,821,1,1,0,0,0,1,1,1,0,0,0,1,0,0,14130.0,12.0,2006.0,1,14.0,2011.0,1,0,0
4,5,42214,13995,1498,1,1,0,0,0,1,1,0,0,1,0,0,0,1,620.0,9.0,2009.0,0,0,0,0,0,0
5,5,42214,4822,559,1,1,0,0,0,1,1,1,0,0,0,1,0,0,29910.0,4.0,2015.0,0,0,0,0,0,0
6,5,42214,5651,589,1,1,0,0,0,1,1,1,0,0,0,1,0,0,310.0,12.0,2013.0,0,0,0,0,0,0
7,5,42214,15344,1414,1,1,0,0,0,1,1,1,0,0,0,0,0,1,24000.0,4.0,2013.0,0,0,0,0,0,0
8,5,42214,8492,833,1,1,0,0,0,1,1,1,0,0,0,1,0,0,7520.0,10.0,2014.0,0,0,0,0,0,0
9,5,42214,8565,687,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2030.0,8.0,2000.0,0,0,0,0,0,0
10,5,42214,7185,681,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3160.0,9.0,2009.0,0,0,0,0,0,0
11,5,42214,10457,1236,1,1,0,0,0,1,1,1,0,0,0,0,0,1,960.0,11.0,2011.0,1,1.0,2012.0,1,0,0
12,5,42214,8959,962,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1070.0,0,0,1,13.0,2010.0,1,0,0
13,5,42214,8821,568,1,1,0,0,0,1,0,0,0,0,1,1,0,0,310.0,0,0,1,45.0,2009.0,0,1,0
14,5,42214,6544,710,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,0,0
15,5,42214,9191,766,1,1,0,0,0,1,1,0,0,0,1,0,0,1,4110.0,3.0,2010.0,1,14.0,2011.0,1,0,0
16,5,42214,10231,979,1,1,0,0,0,1,1,1,0,0,0,0,0,1,3270.0,0,0,0,0,0,0,0,0
17,5,42214,8430,946,1,1,0,0,0,1,1,1,0,0,0,1,0,0,50.0,12.0,2005.0,1,26.0,2010.0,1,0,0
18,5,42214,10071,936,1,1,0,0,0,1,1,0,0,0,1,0,0,1,13840.0,6.0,2010.0,1,14.0,2012.0,1,0,0
19,5,42214,8234,718,1,1,0,0,0,1,1,1,0,0,0,0,0,1,3240.0,0,0,1,22.0,2011.0,0,0,1
20,5,42214,9593,974,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2340.0,5.0,2009.0,1,40.0,2014.0,1,0,0
21,5,42214,9515,682,1,1,0,0,0,1,1,0,0,1,0,0,0,1,550.0,10.0,1999.0,1,45.0,2009.0,1,0,0
22,5,42214,6566,633,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1040.0,0,0,1,22.0,2012.0,1,0,0
23,5,42214,7273,560,1,1,0,0,0,1,1,0,0,0,1,1,0,0,4060.0,8.0,2005.0,0,0,0,0,0,0
24,5,42214,14190,1082,1,1,0,0,0,1,1,1,0,0,0,0,0,1,4590.0,3.0,2000.0,1,40.0,2011.0,1,0,0
25,5,42214,14180,1586,1,1,0,0,0,1,1,0,0,1,0,1,0,0,430.0,4.0,2003.0,0,0,0,0,0,0
26,5,42214,7818,611,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2300.0,0,0,0,0,0,0,0,0
27,5,42214,13213,1263,1,1,0,0,0,1,1,1,0,0,0,1,0,0,60.0,1.0,2005.0,1,5.0,2011.0,1,0,0
28,5,42214,7301,663,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1200.0,10.0,2014.0,1,6.0,2015.0,0,0,1
29,5,42214,9411,737,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2170.0,0,0,0,0,0,0,0,0
30,5,42214,4776,625,1,1,0,0,0,1,1,1,0,0,0,1,0,0,40.0,2.0,2014.0,1,10.0,2014.0,0,0,1
31,5,42214,7248,645,1,1,0,0,0,1,1,0,0,0,1,0,0,1,9800.0,7.0,2012.0,0,0,0,0,0,0
32,5,42214,6395,635,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2910.0,0,0,1,45.0,2009.0,0,1,0
33,5,42214,10789,915,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1320.0,5.0,2013.0,0,0,0,0,0,0
34,5,42214,11144,1162,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2240.0,9.0,2009.0,0,0,0,0,0,0
35,5,42214,12412,777,1,1,0,0,0,1,1,0,0,0,1,0,0,1,7660.0,10.0,2000.0,1,1.0,2012.0,1,0,0
36,5,42214,12422,1251,1,1,0,0,0,1,0,1,0,0,0,0,0,1,540.0,6.0,2003.0,1,40.0,2014.0,1,0,0
37,5,42214,9091,888,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4230.0,12.0,2014.0,0,0,0,0,0,0
38,5,42214,7434,608,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1090.0,4.0,2007.0,0,0,0,0,0,0
39,5,42214,8336,929,1,1,0,0,0,1,1,1,0,0,0,1,0,0,260.0,10.0,2006.0,1,31.0,2013.0,0,1,0
40,5,42214,5464,678,1,1,0,0,0,1,1,1,0,0,0,1,0,0,180.0,0,0,1,45.0,2009.0,0,1,0
41,5,42214,6938,494,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1180.0,0,0,1,31.0,2013.0,1,0,0
42,5,42214,11946,1235,1,1,0,0,0,1,1,1,0,0,0,0,0,1,290.0,0,0,1,40.0,2011.0,1,0,0
43,5,42214,8096,683,1,1,0,0,0,1,1,0,0,0,1,1,0,0,4880.0,0,0,1,37.0,2009.0,1,0,0
44,5,42214,6670,665,1,1,0,0,0,1,1,1,0,0,0,1,0,0,540.0,6.0,2011.0,0,0,0,0,0,0
45,5,42214,6301,442,1,1,0,0,0,1,1,0,0,0,1,1,0,0,9710.0,2.0,2014.0,0,0,0,0,0,0
46,5,42214,7628,775,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1200.0,9.0,2005.0,1,14.0,2011.0,1,0,0
47,5,42214,9379,1021,1,1,0,0,0,1,1,1,0,0,0,0,0,1,270.0,4.0,2013.0,1,14.0,2013.0,1,0,0
48,5,42214,3874,390,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1060.0,5.0,2012.0,0,0,0,0,0,0
49,5,42214,10310,666,1,1,0,0,0,1,1,0,0,0,1,0,0,1,18010.0,9.0,2007.0,0,0,0,0,0,0
50,5,42214,5729,441,1,1,0,0,0,1,1,0,0,0,1,1,0,0,6260.0,11.0,2009.0,0,0,0,0,0,0
51,5,42214,9198,610,1,1,0,0,0,1,0,1,0,0,0,0,0,1,10570.0,7.0,2013.0,1,9.0,2011.0,1,0,0
52,5,42214,8031,527,1,1,0,0,0,1,0,0,0,0,1,0,0,1,450.0,4.0,2014.0,1,39.0,2010.0,1,0,0
53,5,42214,7540,690,1,1,0,0,0,1,1,1,0,0,0,0,0,1,30360.0,9.0,2013.0,0,0,0,0,0,0
54,5,42214,10732,889,1,1,0,0,0,1,1,0,0,0,1,0,0,1,7170.0,8.0,2014.0,1,5.0,2013.0,0,1,0
55,5,42214,6096,673,1,1,0,0,0,1,1,1,0,0,0,1,0,0,720.0,11.0,2004.0,0,0,0,0,0,0
56,5,42214,10022,619,1,1,0,0,0,1,1,0,0,0,1,0,0,1,6620.0,3.0,2012.0,1,10.0,2014.0,0,0,1
57,5,42214,11594,1025,1,1,0,0,0,1,1,0,0,0,1,0,0,1,420.0,6.0,2014.0,0,0,0,0,0,0
58,5,42214,8581,603,1,1,0,0,0,1,0,1,0,0,0,0,0,1,7340.0,5.0,2008.0,1,27.0,2012.0,1,0,0
59,5,42214,7148,628,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2840.0,6.0,2007.0,1,14.0,2011.0,1,0,0
60,5,42214,9762,776,1,1,0,0,0,1,1,0,0,0,1,0,0,1,5540.0,10.0,2009.0,0,0,0,0,0,0
61,5,42214,5572,665,1,1,0,0,0,1,1,1,0,0,0,0,0,1,350.0,12.0,2007.0,1,1.0,2012.0,1,0,0
62,5,42214,7495,772,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2050.0,0,0,0,0,0,0,0,0
63,5,42214,11525,846,1,1,0,0,0,1,1,0,0,1,0,0,0,1,3700.0,6.0,2010.0,1,18.0,2010.0,0,1,0
64,5,42214,13251,935,1,1,0,0,0,1,1,0,0,0,1,0,0,1,22560.0,0,0,1,14.0,2013.0,1,0,0
65,5,42214,7156,561,1,1,0,0,0,1,1,1,0,0,0,0,0,1,13840.0,5.0,2010.0,1,1.0,2012.0,1,0,0
66,5,42214,8306,636,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7660.0,0,0,1,37.0,2009.0,1,0,0
67,5,42214,11035,912,1,1,0,0,0,1,1,1,0,0,0,0,0,1,410.0,2.0,2006.0,0,0,0,0,0,0
68,5,42214,11187,1341,1,1,0,0,0,1,1,1,0,0,0,0,0,1,250.0,0,0,1,35.0,2012.0,0,0,1
69,5,42214,11204,1371,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1130.0,0,0,1,40.0,2011.0,1,0,0
70,5,42214,8613,741,1,1,0,0,0,1,1,0,0,1,0,0,0,1,4840.0,0,0,0,0,0,0,0,0
71,5,42214,11545,869,1,1,0,0,0,1,1,1,0,0,0,1,0,0,17500.0,8.0,2008.0,1,37.0,2009.0,0,0,1
72,5,42214,5251,520,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2200.0,12.0,2009.0,1,13.0,2010.0,1,0,0
73,5,42214,6026,537,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1650.0,9.0,2008.0,0,0,0,0,0,0
74,5,42214,7518,929,1,1,0,0,0,1,1,1,0,0,0,1,0,0,330.0,0,0,0,0,0,0,0,0
75,5,42214,7444,807,1,1,0,0,0,1,1,0,0,0,1,0,0,1,22440.0,12.0,2013.0,0,0,0,0,0,0
76,5,42214,12887,1228,1,1,0,0,0,1,0,0,0,0,1,0,0,1,19960.0,3.0,2006.0,0,0,0,0,0,0
77,5,42214,10335,780,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1090.0,8.0,2009.0,1,10.0,2014.0,1,0,0
78,5,42214,5712,610,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3510.0,11.0,2006.0,1,5.0,2013.0,0,1,0
79,5,42214,7150,643,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3320.0,0,0,0,0,0,0,0,0
80,5,42214,9810,675,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7910.0,0,0,0,0,0,0,0,0
81,5,42214,9279,640,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2370.0,3.0,2011.0,1,40.0,2014.0,1,0,0
82,5,42214,11492,1035,1,1,0,0,0,1,1,1,0,0,0,1,0,0,22390.0,4.0,2008.0,1,37.0,2009.0,1,0,0
83,5,42214,3866,327,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2710.0,0,0,0,0,0,0,0,0
84,5,42214,14949,1439,1,1,0,0,0,1,1,1,0,0,0,0,0,1,11810.0,8.0,2014.0,0,0,0,0,0,0
85,5,42214,7791,971,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1870.0,10.0,2011.0,0,0,0,0,0,0
86,5,42214,5572,678,1,1,0,0,0,1,1,1,0,0,0,1,0,0,480.0,2.0,2005.0,1,31.0,2013.0,1,0,0
87,5,42214,6379,715,1,1,0,0,0,1,1,1,0,0,0,1,0,0,560.0,12.0,2010.0,0,0,0,0,0,0
88,5,42214,7863,776,1,1,0,0,0,1,1,1,0,0,0,1,0,0,10690.0,10.0,2005.0,0,0,0,0,0,0
89,5,42214,7295,716,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2380.0,7.0,2004.0,1,40.0,2014.0,1,0,0
90,5,42214,11495,1295,1,1,0,0,0,1,1,1,0,0,0,1,0,0,330.0,11.0,2007.0,0,0,0,0,0,0
91,5,42214,6164,554,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2410.0,0,0,1,35.0,2011.0,1,0,0
92,5,42214,8227,701,1,1,0,0,0,1,1,0,0,1,0,1,0,0,240.0,0,0,1,45.0,2009.0,0,1,0
93,5,42214,6548,715,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16690.0,0,0,1,14.0,2011.0,1,0,0
94,5,42214,8372,694,1,1,0,0,0,1,1,0,0,0,1,0,0,1,14620.0,0,0,0,0,0,0,0,0
95,5,42214,8445,920,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1890.0,10.0,2014.0,0,0,0,0,0,0
96,5,42214,6370,612,1,1,0,0,0,1,1,1,0,0,0,1,0,0,8780.0,2.0,2005.0,1,37.0,2009.0,1,0,0
97,5,42214,8380,802,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8980.0,0,0,0,0,0,0,0,0
98,5,42214,7012,512,1,1,0,0,0,1,1,0,0,0,1,0,0,1,15140.0,12.0,2006.0,1,1.0,2012.0,1,0,0
99,5,42214,6571,507,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2030.0,11.0,2003.0,1,22.0,2012.0,0,0,1
100,5,42214,10280,764,1,1,0,0,0,1,0,0,0,0,1,1,0,0,17930.0,0,0,0,0,0,0,0,0
101,5,42214,11075,915,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2440.0,0,0,1,22.0,2012.0,0,0,1
102,5,42214,12602,1414,1,1,0,0,0,1,1,1,0,0,0,1,0,0,150.0,12.0,2007.0,1,10.0,2014.0,0,0,1
103,5,42214,5425,453,1,1,0,0,0,1,1,0,0,0,1,0,0,1,5210.0,5.0,2015.0,0,0,0,0,0,0
104,5,42214,10483,1223,1,1,0,0,0,1,1,1,0,0,0,1,0,0,390.0,6.0,2009.0,0,0,0,0,0,0
105,5,42214,6456,595,1,1,0,0,0,1,1,1,0,0,0,0,0,1,6190.0,0,0,1,23.0,2013.0,0,0,1
106,5,42214,10845,958,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1390.0,8.0,2013.0,0,0,0,0,0,0
107,5,42214,9194,1021,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1930.0,9.0,2009.0,0,0,0,0,0,0
108,5,42214,14927,992,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2190.0,9.0,2003.0,0,0,0,0,0,0
109,5,42214,9013,864,1,1,0,0,0,1,1,1,0,0,0,0,0,1,3300.0,11.0,2010.0,0,0,0,0,0,0
110,5,42214,6058,745,1,1,0,0,0,1,1,1,0,0,0,0,0,1,46590.0,4.0,2013.0,0,0,0,0,0,0
111,5,42214,8897,698,1,1,0,0,0,1,1,0,0,0,1,0,0,1,7890.0,0,0,1,37.0,2009.0,1,0,0
112,5,42214,7834,817,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1630.0,9.0,2009.0,0,0,0,0,0,0
113,5,42214,8453,735,1,1,0,0,0,1,0,0,0,0,1,0,0,1,20930.0,11.0,1999.0,0,0,0,0,0,0
114,5,42214,5750,620,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4510.0,0,0,1,48.0,2011.0,0,0,1
115,5,42214,9716,674,1,1,0,0,0,1,0,0,0,0,1,0,0,1,5740.0,4.0,2007.0,1,40.0,2014.0,1,0,0
116,5,42214,8083,770,1,1,0,0,0,1,1,1,0,0,0,1,0,0,680.0,4.0,2013.0,0,0,0,0,0,0
117,5,42214,4487,507,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3450.0,9.0,2011.0,0,0,0,0,0,0
118,5,42214,10779,797,1,1,0,0,0,1,1,0,0,0,1,0,0,1,3580.0,9.0,2012.0,0,0,0,0,0,0
119,5,42214,7038,684,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2100.0,2.0,2010.0,0,0,0,0,0,0
120,5,42214,10392,794,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2290.0,12.0,2014.0,1,37.0,2009.0,1,0,0
121,5,42214,4565,549,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3570.0,11.0,2009.0,1,36.0,2013.0,0,0,1
122,5,42214,12336,1327,1,1,0,0,0,1,1,1,0,0,0,0,0,1,58260.0,4.0,2013.0,0,0,0,0,0,0
123,5,42214,10750,1108,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16760.0,9.0,2011.0,0,0,0,0,0,0
124,5,42214,7464,780,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1410.0,4.0,2003.0,0,0,0,0,0,0
125,5,42214,18227,2041,1,1,0,0,0,1,1,1,0,0,0,1,0,0,760.0,12.0,2005.0,0,0,0,0,0,0
126,5,42214,8742,734,1,1,0,0,0,1,1,0,0,0,1,1,0,0,3370.0,10.0,2014.0,1,18.0,2011.0,0,1,0
127,5,42214,8560,848,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1350.0,12.0,2005.0,1,13.0,2010.0,1,0,0
128,5,42214,9581,694,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2000.0,0,0,1,1.0,2013.0,1,0,0
129,5,42214,10241,1286,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2460.0,0,0,1,14.0,2011.0,1,0,0
130,5,42214,5404,545,1,1,0,0,0,1,1,0,0,1,0,1,0,0,900.0,0,0,1,13.0,2010.0,1,0,0
131,5,42214,5291,524,1,1,0,0,0,1,1,0,0,1,0,1,0,0,920.0,7.0,2015.0,0,0,0,0,0,0
132,5,42214,10387,743,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1040.0,0,0,1,27.0,2012.0,1,0,0
133,5,42214,8519,876,1,1,0,0,0,1,1,1,0,0,0,1,0,0,270.0,8.0,2013.0,1,10.0,2014.0,0,0,1
134,5,42214,4872,501,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1200.0,9.0,2008.0,0,0,0,0,0,0
135,5,42214,7475,619,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5190.0,0,0,1,1.0,2013.0,1,0,0
136,5,42214,9568,619,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2200.0,12.0,2010.0,1,22.0,2012.0,0,1,0
137,5,42214,9047,1121,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1730.0,7.0,2015.0,1,40.0,2014.0,1,0,0
138,5,42214,10130,866,1,1,0,0,0,1,1,1,0,0,0,0,0,1,25360.0,10.0,2014.0,0,0,0,0,0,0
139,5,42214,7972,564,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1700.0,1.0,2008.0,1,14.0,2011.0,1,0,0
140,5,42214,9828,1085,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1090.0,7.0,2010.0,1,1.0,2013.0,1,0,0
141,5,42214,8689,813,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1540.0,0,0,1,22.0,2012.0,0,0,1
142,5,42214,5283,614,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1090.0,7.0,2002.0,0,0,0,0,0,0
143,5,42214,8382,720,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2930.0,12.0,2002.0,0,0,0,0,0,0
144,5,42214,8568,817,1,1,0,0,0,1,0,1,0,0,0,0,0,1,16570.0,0,0,0,0,0,0,0,0
145,5,42214,10893,1343,1,1,0,0,0,1,0,1,0,0,0,1,0,0,280.0,0,0,1,45.0,2009.0,0,1,0
146,5,42214,10130,784,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8050.0,10.0,1961.0,1,48.0,2012.0,1,0,0
147,5,42214,11338,1007,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8540.0,0,0,0,0,0,0,0,0
148,5,42214,9996,848,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2090.0,12.0,2008.0,0,0,0,0,0,0
149,5,42214,7144,615,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2610.0,7.0,2006.0,1,14.0,2011.0,1,0,0
150,5,42214,10826,975,1,1,0,0,0,1,1,0,0,1,0,0,0,1,31830.0,3.0,2010.0,0,0,0,0,0,0
151,5,42214,10607,853,1,1,0,0,0,1,1,0,0,0,1,0,0,1,4360.0,10.0,2005.0,0,0,0,0,0,0
152,5,42214,6901,694,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1780.0,0,0,0,0,0,0,0,0
153,5,42214,8392,638,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16240.0,10.0,2000.0,1,18.0,2011.0,0,1,0
154,5,42214,10751,792,1,1,0,0,0,1,1,0,0,0,1,0,0,1,16420.0,0,0,0,0,0,0,0,0
155,5,42214,8658,765,1,1,0,0,0,1,0,0,0,0,1,1,0,0,3050.0,0,0,1,35.0,2010.0,1,0,0
156,5,42214,8828,821,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2020.0,2.0,2011.0,1,14.0,2011.0,0,0,1
157,5,42214,10975,1060,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2950.0,10.0,2004.0,0,0,0,0,0,0
158,5,42214,11335,636,1,1,0,0,0,1,1,0,0,0,1,0,0,1,11840.0,0,0,1,31.0,2009.0,0,1,0
159,5,42214,9758,812,1,1,0,0,0,1,0,0,0,0,1,1,0,0,8530.0,3.0,2013.0,0,0,0,0,0,0
160,5,42214,7839,670,1,1,0,0,0,1,1,0,0,0,1,0,0,1,17110.0,11.0,2005.0,0,0,0,0,0,0
161,5,42214,9373,924,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2970.0,3.0,2005.0,0,0,0,0,0,0
162,5,42214,10735,658,1,1,0,0,0,1,1,0,0,0,1,0,0,1,5340.0,3.0,2012.0,1,13.0,2010.0,1,0,0
163,5,42214,7118,823,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1480.0,4.0,2009.0,0,0,0,0,0,0
164,5,42214,9240,792,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1160.0,9.0,2005.0,1,13.0,2010.0,1,0,0
165,5,42214,5009,501,1,1,0,0,0,1,0,1,0,0,0,1,0,0,3720.0,4.0,2005.0,1,13.0,2010.0,1,0,0
166,5,42214,6588,898,1,1,0,0,0,1,1,1,0,0,0,0,0,1,100.0,4.0,2014.0,1,31.0,2013.0,1,0,0
167,5,42214,13355,1352,1,1,0,0,0,1,1,1,0,0,0,1,0,0,140.0,4.0,2008.0,0,0,0,0,0,0
168,5,42214,11285,957,1,1,0,0,0,1,1,1,0,0,0,1,0,0,12540.0,0,0,0,0,0,0,0,0
169,5,42214,7551,657,1,1,0,0,0,1,1,0,0,0,1,1,0,0,980.0,7.0,2014.0,1,18.0,2014.0,0,1,0
170,5,42214,5915,589,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1070.0,5.0,2015.0,1,14.0,2011.0,1,0,0
171,5,42214,8733,848,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2640.0,0,0,0,0,0,0,0,0
172,5,42214,7780,891,1,1,0,0,0,1,0,1,0,0,0,1,0,0,110.0,0,0,1,40.0,2014.0,1,0,0
173,5,42214,11034,1145,1,1,0,0,0,1,1,1,0,0,0,1,0,0,350.0,12.0,2012.0,0,0,0,0,0,0
174,5,42214,6546,544,1,1,0,0,0,1,0,1,0,0,0,1,0,0,13090.0,0,0,1,22.0,2012.0,1,0,0
175,5,42214,7893,754,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4130.0,0,0,0,0,0,0,0,0
176,5,42214,7157,734,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3770.0,0,0,0,0,0,0,0,0
177,5,42214,5012,525,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1250.0,2.0,2004.0,1,5.0,2013.0,0,1,0
178,5,42214,12816,1070,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1710.0,0,0,0,0,0,0,0,0
179,5,42214,10635,1183,1,1,0,0,0,1,1,1,0,0,0,0,0,1,480.0,0,0,0,0,0,0,0,0
180,5,42214,9708,910,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5800.0,9.0,2010.0,0,0,0,0,0,0
181,5,42214,8398,801,1,1,0,0,0,1,0,1,0,0,0,1,0,0,12610.0,3.0,2013.0,1,14.0,2011.0,1,0,0
182,5,42214,6755,491,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1390.0,0,0,1,9.0,2011.0,0,0,1
183,5,42214,5588,714,1,1,0,0,0,1,0,1,0,0,0,1,0,0,9670.0,0,0,0,0,0,0,0,0
184,5,42214,8190,652,1,1,0,0,0,1,1,0,0,0,1,0,0,1,3560.0,0,0,0,0,0,0,0,0
185,5,42214,7958,602,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1860.0,5.0,2015.0,0,0,0,0,0,0
186,5,42214,4957,447,1,1,0,0,0,1,0,1,0,0,0,1,0,0,290.0,10.0,2011.0,1,40.0,2014.0,1,0,0
187,5,42214,8074,907,1,1,0,0,0,1,1,1,0,0,0,0,0,1,19360.0,0,0,0,0,0,0,0,0
188,5,42214,9660,746,1,1,0,0,0,1,1,0,0,0,1,1,0,0,850.0,0,0,1,18.0,2011.0,0,1,0
189,5,42214,11094,940,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5760.0,7.0,2014.0,0,0,0,0,0,0
190,5,42214,9772,821,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1470.0,12.0,2006.0,1,40.0,2014.0,1,0,0
191,5,42214,8592,801,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1100.0,8.0,2013.0,1,40.0,2014.0,1,0,0
192,5,42214,16191,1027,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2770.0,3.0,2008.0,1,40.0,2014.0,1,0,0
193,5,42214,5904,813,1,1,0,0,0,1,1,1,0,0,0,1,0,0,520.0,0,0,0,0,0,0,0,0
194,5,42214,6708,518,1,1,0,0,0,1,1,0,0,0,1,0,0,1,16970.0,0,0,1,5.0,2013.0,0,1,0
195,5,42214,13443,1403,1,1,0,0,0,1,1,1,0,0,0,0,0,1,220.0,0,0,0,0,0,0,0,0
196,5,42214,6784,780,1,1,0,0,0,1,1,0,0,1,0,1,0,0,3850.0,11.0,2005.0,1,14.0,2011.0,1,0,0
197,5,42214,10136,1054,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4210.0,3.0,2015.0,0,0,0,0,0,0
198,5,42214,3824,473,1,1,0,0,0,1,1,1,0,0,0,1,0,0,290.0,9.0,2002.0,1,13.0,2010.0,1,0,0
199,5,42214,10260,756,1,1,0,0,0,1,1,0,0,0,1,0,0,1,6360.0,12.0,2010.0,1,14.0,2012.0,0,0,1